epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1728.16,0.60603,0.37995,0.96602,0.98635,1,0.995,0.86945,0.58207,0.31067,0.92399,0.000834822,0.000834822,0.000834822
44,1765.74,0.57836,0.36377,0.95244,0.99577,1,0.995,0.88222,0.56698,0.31164,0.92261,0.000820675,0.000820675,0.000820675
45,1803.3,0.5733,0.37265,0.94244,0.98036,1,0.995,0.87982,0.56788,0.29861,0.92159,0.000806528,0.000806528,0.000806528
46,1841.25,0.57435,0.37153,0.9447,0.99614,1,0.995,0.8844,0.56493,0.29078,0.9302,0.00079238,0.00079238,0.00079238
47,1878.92,0.5757,0.36511,0.95199,0.99559,1,0.995,0.89694,0.52786,0.28082,0.91551,0.000778233,0.000778233,0.000778233
48,1918.13,0.56552,0.35693,0.93931,0.99647,1,0.995,0.88704,0.57721,0.29005,0.94282,0.000764086,0.000764086,0.000764086
49,1959.29,0.56199,0.36591,0.94912,0.99594,1,0.995,0.87085,0.57084,0.29574,0.94019,0.000749939,0.000749939,0.000749939
50,1997.89,0.57572,0.36361,0.94948,0.99675,1,0.995,0.88234,0.57221,0.29166,0.92723,0.000735792,0.000735792,0.000735792
51,2036.03,0.56688,0.34657,0.95007,0.99432,1,0.995,0.89659,0.54761,0.28923,0.92482,0.000721645,0.000721645,0.000721645
52,2074.65,0.56173,0.36128,0.94687,0.97151,1,0.995,0.84728,0.6629,0.35198,0.99996,0.000707498,0.000707498,0.000707498
53,2113.27,0.55949,0.35245,0.93744,0.9962,1,0.995,0.87918,0.59824,0.28421,0.94481,0.000693351,0.000693351,0.000693351
54,2152.33,0.55562,0.34947,0.94673,0.99654,1,0.995,0.88646,0.53472,0.27826,0.91881,0.000679204,0.000679204,0.000679204
55,2192.75,0.5507,0.34662,0.93931,0.99661,1,0.995,0.87799,0.56943,0.29253,0.93299,0.000665057,0.000665057,0.000665057
56,2233.55,0.54841,0.34858,0.93155,0.99627,1,0.995,0.89097,0.56164,0.29883,0.92537,0.000650909,0.000650909,0.000650909
