epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,546.635,0.58875,0.44925,0.9794,0.99775,0.97231,0.99308,0.8638,0.57071,0.31556,0.94298,0.000848969,0.000848969,0.000848969
43,559.548,0.56739,0.42497,0.96502,0.97387,0.99048,0.99171,0.85843,0.51003,0.30338,0.9165,0.000834822,0.000834822,0.000834822
44,572.383,0.56534,0.40986,0.96119,0.98546,0.97297,0.99096,0.84187,0.56139,0.31006,0.93247,0.000820675,0.000820675,0.000820675
45,585.219,0.58305,0.42732,0.9726,0.97252,0.97959,0.99204,0.86225,0.53432,0.29326,0.9228,0.000806528,0.000806528,0.000806528
46,598.097,0.5691,0.42127,0.9665,0.99542,0.97611,0.99376,0.8745,0.52278,0.28319,0.92579,0.00079238,0.00079238,0.00079238
47,611.078,0.55783,0.41222,0.96249,0.99774,0.97205,0.9936,0.87587,0.51565,0.27266,0.91618,0.000778233,0.000778233,0.000778233
48,624.084,0.55303,0.40291,0.9638,0.9859,0.97143,0.99332,0.87107,0.51528,0.28955,0.91898,0.000764086,0.000764086,0.000764086
49,636.904,0.56103,0.41001,0.96166,0.9647,0.96883,0.98579,0.86186,0.5132,0.33705,0.92802,0.000749939,0.000749939,0.000749939
50,649.694,0.56714,0.4086,0.96452,0.97338,0.9762,0.99152,0.87065,0.51913,0.3189,0.91703,0.000735792,0.000735792,0.000735792
51,662.463,0.5517,0.39712,0.95854,0.95153,0.97961,0.99048,0.88518,0.50418,0.30319,0.91149,0.000721645,0.000721645,0.000721645
52,675.412,0.54063,0.40318,0.96038,0.99874,0.9744,0.99432,0.88161,0.50482,0.27722,0.91447,0.000707498,0.000707498,0.000707498
53,688.297,0.5447,0.38765,0.96308,0.96366,0.99048,0.9938,0.87233,0.50628,0.28246,0.91288,0.000693351,0.000693351,0.000693351
54,701.138,0.53631,0.40575,0.95568,0.97841,0.96055,0.98976,0.87004,0.5065,0.28633,0.91492,0.000679204,0.000679204,0.000679204
55,713.938,0.54388,0.39744,0.95706,0.96897,0.97317,0.98471,0.86454,0.52913,0.29961,0.9139,0.000665057,0.000665057,0.000665057
